,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,match_id,possession_team_id,team_id,player_id,under_pressure,related_events,off_camera
122,f15ab2cc-bd2a-4f04-b4c5-53db312c9dc3,2866,2,00:17:28.183,62,28,Error,139,Manchester City,Regular Play,Swansea City,Jordi Amat Maas,Left Center Back,"[13.9, 37.8]",0.0,3754149,36,26,6652,,,
123,ea5802e5-84bd-447d-bfd5-f8b3ebbae546,2849,2,00:42:25.065,87,25,Error,192,Norwich City,From Goal Kick,Swansea City,Wayne Routledge,Left Wing,"[8.1, 18.3]",0.0,3754151,56,26,3449,,,
124,e408e9ec-d085-4536-b939-222e55c05184,1619,2,00:01:39.836,46,39,Error,105,Sunderland,From Corner,Leicester City,Danny Drinkwater,Left Defensive Midfield,"[18.2, 46.3]",0.0,3754152,41,22,3662,,,
125,638c3206-7d85-4426-b804-55153a60bf51,1156,1,00:32:36.322,32,36,Error,64,Newcastle United,Regular Play,Liverpool,Alberto Moreno Pérez,Left Back,"[18.1, 4.1]",0.0,3754154,37,24,3515,,,
126,26624b09-b7f2-4d32-a2c1-597f36f07c51,1947,2,00:02:56.175,47,56,Error,103,Newcastle United,From Free Kick,Liverpool,Simon Mignolet,Goalkeeper,"[7.5, 47.3]",0.0,3754154,37,24,3539,,,
127,25936bb9-2adf-4055-a10b-4d078667a2b1,3567,2,00:40:46.823,85,46,Error,148,AFC Bournemouth,From Corner,Manchester United,Cameron Borthwick-Jackson,Left Back,"[14.2, 37.8]",0.0,3754159,28,39,10779,,,
128,3b6221d4-abb0-4428-be9e-ab3cc22e842a,514,1,00:14:31.999,14,31,Error,29,Crystal Palace,From Free Kick,West Ham United,Adrián San Miguel del Castillo,Goalkeeper,"[7.5, 47.9]",0.0,3754176,31,40,3623,,,
129,f0d7b483-a014-4b6a-bc57-7bee871ce8f4,626,1,00:17:25.889,17,25,Error,32,West Ham United,From Corner,Crystal Palace,Scott Dann,Right Center Back,"[13.3, 48.9]",0.0,3754176,40,31,3407,,,
130,b82e7168-1534-4a17-abda-0b99f458ea39,2446,2,00:29:32.127,74,32,Error,150,Crystal Palace,Regular Play,West Ham United,Angelo Obinze Ogbonna,Left Center Back,"[10.3, 35.0]",0.0,3754176,31,40,3843,,,
131,60acbf5d-a741-412b-ac65-0a34be85b7c1,272,1,00:07:53.402,7,53,Error,24,West Bromwich Albion,Regular Play,West Ham United,Michail Antonio,Right Back,"[1.9, 43.1]",0.0,3754192,27,40,3349,,,
132,89902fc9-c57e-42e6-a582-7457faa4fde1,2830,2,00:36:18.384,81,18,Error,167,West Bromwich Albion,From Throw In,West Ham United,Adrián San Miguel del Castillo,Goalkeeper,"[19.8, 21.0]",0.0,3754192,27,40,3623,,,
133,926050e0-e724-4b0a-ba0e-c11f22f044fe,311,1,00:07:12.929,7,12,Error,17,Stoke City,From Throw In,Southampton,Ryan Bertrand,Left Center Back,"[7.6, 36.4]",0.0,3754196,30,25,20045,,,
134,5737e6e7-9acd-4e45-a765-da90597bab67,2277,2,00:08:49.744,53,49,Error,141,Arsenal,From Throw In,Arsenal,Gabriel Armando de Abreu,Right Center Back,"[56.5, 63.0]",0.0,3754201,1,1,6746,,,
135,21998212-c48b-487e-be54-f9e84470b4c8,2150,2,00:06:10.656,51,10,Error,104,Manchester City,Regular Play,Newcastle United,Chancel Mbemba Mangulu,Right Center Back,"[4.8, 36.0]",0.0,3754206,36,37,3044,,,
136,4ebaf490-686b-46df-95f5-e1234d2b0436,3479,2,00:41:36.881,86,36,Error,178,Manchester City,From Corner,Newcastle United,Chancel Mbemba Mangulu,Right Center Back,"[11.7, 35.4]",0.0,3754206,36,37,3044,,,
137,6cca7b0d-b57b-4b92-9bf5-bd7c9f54bd41,3512,2,00:42:35.614,87,35,Error,179,Newcastle United,From Goal Kick,Manchester City,Aleksandar Kolarov,Left Back,"[25.7, 15.3]",0.0,3754206,37,36,5596,,,
138,49346ad7-072f-4d0a-a4a2-78d01314ac14,2801,2,00:31:02.231,76,2,Error,186,Norwich City,From Throw In,Watford,Mario Suárez Mata,Right Defensive Midfield,"[11.8, 37.4]",0.0,3754207,56,23,23488,,,
139,8414f169-4c80-4bb4-a193-7d056cc781be,2580,2,00:20:51.908,65,51,Error,145,Norwich City,Regular Play,Manchester United,Cameron Borthwick-Jackson,Left Back,"[11.9, 27.5]",0.0,3754210,56,39,10779,,,
140,b596a224-0457-4891-ab9d-bc776b9b7d27,2914,2,00:19:35.530,64,35,Error,98,Liverpool,From Free Kick,Aston Villa,Mark Bunn,Goalkeeper,"[7.6, 42.5]",0.0,3754214,24,59,18672,,,
141,7031fb78-793e-4f6a-8af8-6f3b893b393e,2765,2,00:26:32.205,71,32,Error,146,Liverpool,Regular Play,Crystal Palace,Alex McCarthy,Goalkeeper,"[21.6, 51.5]",0.0,3754220,24,31,3619,,,
142,0f633bae-521a-49bd-af7f-deb238c17459,1719,1,00:46:17.364,46,17,Error,92,AFC Bournemouth,From Throw In,West Bromwich Albion,Jonas Olsson,Left Center Back,"[13.9, 34.2]",0.0,3754225,28,27,20527,,,
143,62e3c0e5-e5e2-4e7e-a657-9eb2c7160693,3070,2,00:36:38.469,81,38,Error,162,AFC Bournemouth,From Throw In,West Bromwich Albion,Claudio Ariel Yacob,Right Defensive Midfield,"[9.2, 46.0]",0.0,3754225,28,27,3967,,,
144,24be3360-ab0e-4078-bf23-237c17fb98ab,513,1,00:09:45.101,9,45,Error,23,Swansea City,From Throw In,Swansea City,Ashley Williams,Left Center Back,"[23.1, 50.6]",0.0,3754228,26,26,3644,,,
145,2cb4d16d-0ece-437c-ad03-a7304b9ae06c,3022,2,00:22:03.868,67,3,Error,146,Leicester City,Regular Play,Swansea City,Àngel Rangel Zaragoza,Right Back,"[8.2, 51.5]",0.0,3754228,22,26,3973,,,
146,016b5e9b-d5fb-479a-85b5-8c91e043dca6,3118,2,00:24:24.801,69,24,Error,152,Leicester City,From Free Kick,Swansea City,Federico Fernández,Right Center Back,"[21.0, 27.1]",0.0,3754228,22,26,3290,,,
147,6aba4e25-1524-44e3-8805-fd04b54c75da,3506,2,00:35:09.605,80,9,Error,175,Leicester City,Regular Play,Swansea City,Sung-Yeung Ki,Center Attacking Midfield,"[8.2, 32.3]",0.0,3754228,22,26,3605,True,['71c1d149-4393-4a83-a529-509c206ed6dd'],
148,17a6aff6-9ace-4329-a2a7-ff39ccfbdda3,1328,1,00:36:54.998,36,54,Error,71,Watford,From Throw In,Manchester United,Daley Blind,Left Center Back,"[34.5, 8.7]",0.0,3754232,23,39,3311,,,
149,a10f5a53-f1bb-4518-aa7e-e7c84b2fc6ff,1527,1,00:41:55.316,41,55,Error,79,Watford,From Goal Kick,Manchester United,Guillermo Varela Olivera,Right Back,"[30.4, 54.6]",0.0,3754232,23,39,5264,,,
150,4df0fd65-8f3c-410b-8016-c7edee6a03de,1786,2,00:02:57.244,47,57,Error,97,Crystal Palace,From Goal Kick,West Bromwich Albion,Jonas Olsson,Left Center Back,"[21.0, 51.4]",0.0,3754236,31,27,20527,,,
151,986fa62c-8054-4152-a35d-36ed813ba42a,1090,1,00:28:19.735,28,19,Error,62,Manchester United,From Throw In,Arsenal,Gabriel Armando de Abreu,Right Center Back,"[6.7, 39.5]",0.0,3754239,39,1,6746,,,
152,e723348b-d622-4c1c-bb85-0d8e3c3bf123,671,1,00:19:02.524,19,2,Error,44,Leicester City,From Corner,Leicester City,Robert Huth,Left Center Back,"[43.0, 17.2]",0.0,3754250,22,22,40123,,,
153,63e5ebef-000a-4db0-9d20-af657d7e028d,1005,1,00:25:37.952,25,37,Error,41,Newcastle United,Regular Play,Everton,José Ramiro Funes Mori,Left Center Back,"[10.9, 29.8]",0.0,3754252,37,29,4629,,,
154,a3b3accd-cdf5-4124-91c9-b1f94a443a5b,968,1,00:21:33.508,21,33,Error,41,Manchester City,Regular Play,Crystal Palace,Wayne Hennessey,Goalkeeper,"[2.4, 38.4]",0.0,3754260,36,31,3488,,,
155,bda94423-4cda-440b-88ac-1b7e4b82a428,1030,1,00:23:49.502,23,49,Error,45,Crystal Palace,Regular Play,Manchester City,Joe Hart,Goalkeeper,"[17.2, 43.2]",0.0,3754260,31,36,3291,,,
156,51ff9286-40f6-4181-92a7-ab47c32e1799,1635,1,00:40:05.656,40,5,Error,69,Crystal Palace,Regular Play,Crystal Palace,Scott Dann,Right Center Back,"[14.3, 48.1]",0.0,3754260,31,31,3407,,,
157,36fed630-39bd-4872-9d97-12c5e85fa24a,3188,2,00:28:28.081,73,28,Error,152,Aston Villa,From Throw In,Aston Villa,Ciaran Clark,Left Center Back,"[20.4, 25.4]",0.0,3754262,59,59,3041,,,
158,1e9077e0-9f5f-4d3a-9df5-b389eaf29961,109,1,00:01:39.833,1,39,Error,2,Southampton,From Kick Off,Aston Villa,Joleon Lescott,Left Center Back,"[16.7, 46.0]",0.0,3754282,25,59,20285,,,
159,e988f499-d20e-4665-bc2c-707151a67f61,287,1,00:07:06.609,7,6,Error,12,Aston Villa,From Free Kick,Southampton,José Miguel da Rocha Fonte,Right Center Back,"[12.2, 48.1]",0.0,3754282,59,25,3960,,,
160,be8630cd-d77b-4138-ba55-f1e6c642639d,1552,1,00:38:32.336,38,32,Error,89,Southampton,Regular Play,Aston Villa,Bradley Guzan,Goalkeeper,"[7.7, 30.3]",0.0,3754282,25,59,12608,,,
161,d3eabfb0-899f-4ce7-9343-e61f2348f743,3127,2,00:34:47.500,79,47,Error,167,Southampton,Regular Play,Aston Villa,Bradley Guzan,Goalkeeper,"[4.0, 39.4]",0.0,3754282,25,59,12608,,,
162,c30168ee-1a35-4dbb-9576-8353d81fb49f,3304,2,00:43:10.449,88,10,Error,179,Manchester City,Regular Play,Leicester City,Danny Simpson,Right Back,"[5.0, 45.0]",0.0,3754290,36,22,3270,,,
163,d05d477c-7081-4135-a33b-79b8f6156307,3370,2,00:45:25.463,90,25,Error,183,Manchester City,From Throw In,Leicester City,Wes Morgan,Right Center Back,"[17.8, 42.2]",0.0,3754290,36,22,3813,,,
164,630b274e-8ab2-4ff4-86e9-8bb748a0636e,1182,1,00:33:14.886,33,14,Error,71,AFC Bournemouth,From Corner,Crystal Palace,James McArthur,Left Center Midfield,"[12.0, 34.8]",0.0,3754248,28,31,3464,,,
165,2c4657dc-c56d-4d54-8514-3654d4fe0338,612,1,00:14:45.276,14,45,Error,29,Swansea City,Regular Play,Crystal Palace,Wayne Hennessey,Goalkeeper,"[8.5, 39.1]",0.0,3754303,26,31,3488,,,
166,f575b3d0-a0bb-4333-a542-2f7fd7b11229,2321,2,00:16:42.688,61,42,Error,141,Swansea City,From Throw In,Crystal Palace,Yohan Cabaye,Right Defensive Midfield,"[12.9, 29.1]",0.0,3754303,26,31,3277,,,
167,9fb2445b-2d38-4436-b873-e4b13e9a749d,1047,1,00:26:48.757,26,48,Error,49,Manchester City,Regular Play,Arsenal,Ignacio Monreal Eraso,Left Back,"[11.5, 27.9]",0.0,3754314,36,1,3498,,,
168,fcb44a50-2a6c-41f4-8619-203766454b58,2838,2,00:29:46.532,74,46,Error,160,Arsenal,Regular Play,Tottenham Hotspur,Christian Dannemann Eriksen,Right Wing,"[18.0, 46.1]",0.0,3754318,1,38,3043,,,
169,83c315b9-bc77-412a-817c-401462a08df2,3416,2,00:48:33.954,93,33,Error,193,Tottenham Hotspur,From Throw In,Arsenal,Gabriel Armando de Abreu,Left Center Back,"[14.8, 52.7]",0.0,3754318,38,1,6746,,,
170,f2445310-180a-41e7-8ee7-773b8ed59287,1303,1,00:31:18.080,31,18,Error,61,Swansea City,Regular Play,Manchester United,Morgan Schneiderlin,Right Defensive Midfield,"[9.3, 32.7]",0.0,3754319,26,39,3600,,,
171,422bb74b-27eb-4de7-8636-e9be45e120c1,1781,1,00:43:32.195,43,32,Error,82,Manchester City,From Throw In,Southampton,Rhu-endly Martina,Right Back,"[11.1, 42.8]",0.0,3754320,36,25,3590,,,
172,ec3faecd-73dc-4ac6-8962-0e8d762e00ad,2688,2,00:32:47.082,77,47,Error,177,Sunderland,Regular Play,West Ham United,Samuel Mark Byram,Right Back,"[15.3, 40.2]",0.0,3754331,41,40,3586,,,
173,e263986c-47b2-48fb-962b-d9e621191195,66,1,00:00:58.524,0,58,Error,4,AFC Bournemouth,From Throw In,Southampton,Virgil van Dijk,Right Center Back,"[6.0, 27.8]",0.0,3754334,28,25,3669,,,
174,c89c659b-2c77-4ccf-992f-d697545def28,1968,2,00:03:14.012,48,14,Error,94,West Ham United,From Goal Kick,Newcastle United,Chancel Mbemba Mangulu,Right Center Back,"[26.2, 57.4]",0.0,3754338,40,37,3044,True,['9b1c74d5-3778-47e2-989e-512050c3fada'],
175,a323cf79-b216-401d-8bb5-27cd52f73799,2925,2,00:33:53.102,78,53,Error,153,Watford,Regular Play,Manchester City,Fernando Luiz Rosa,Left Center Back,"[16.2, 37.0]",0.0,3754346,23,36,3054,True,['54c52939-7e64-4853-add4-747a770295ce'],
176,f83637a5-67f6-4df6-9fdd-cfd6661b48a9,2778,2,00:29:04.497,74,4,Error,147,Norwich City,From Keeper,Norwich City,Russell Martin,Right Center Back,"[58.9, 13.2]",0.0,3754348,56,56,21212,,,
177,e1d4c798-41ea-46a0-9869-a65366727ae2,1524,1,00:43:22.277,43,22,Error,97,Liverpool,Regular Play,AFC Bournemouth,Charlie Daniels,Left Back,"[14.0, 32.4]",0.0,3754020,24,28,3345,,,
