,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,interception_outcome,possession_team_id,team_id,player_id,counterpress,under_pressure,off_camera
2565,796dc941-8ef0-47f2-98ca-27518c6f49de,3030,2,00:26:55.718,71,55,Interception,156,Southampton,From Throw In,Liverpool,Jon Flanagan,Right Back,"[46.0, 63.2]",0.0,['a9614e19-a387-4e75-bc44-ca2d27766aa8'],3754064,Won,25,24,10007,,,
2566,66a707c3-583a-4fb9-8641-aef7121f70b4,3041,2,00:27:24.533,72,24,Interception,157,Liverpool,From Throw In,Southampton,Virgil van Dijk,Left Center Back,"[31.7, 8.4]",0.0,['cc902550-89f7-4d6c-868e-c1efba4507c3'],3754064,Lost In Play,24,25,3669,,,
2567,0182948c-ed36-446d-b4f7-77ffae955a69,3055,2,00:27:40.710,72,40,Interception,157,Liverpool,From Throw In,Liverpool,Philippe Coutinho Correia,Left Midfield,"[39.5, 43.9]",0.0,['3ee69d3e-0718-469b-8bcd-cf37dc9cc8e5'],3754064,Won,24,24,3501,,,
2568,e0c6737a-1da3-4813-94f1-5a285a29fe84,3175,2,00:30:52.119,75,52,Interception,166,Liverpool,From Free Kick,Southampton,Virgil van Dijk,Left Center Back,"[18.2, 46.5]",0.0,"['94d11f06-88b2-4d5b-9101-ee5abd82f4f2', 'ffd8702f-4c34-4961-b792-aa7a95ecf6b2']",3754064,Lost Out,24,25,3669,,True,
2569,c67c0ee9-988c-413c-be8a-9188ce5675e4,3178,2,00:31:03.156,76,3,Interception,167,Liverpool,From Throw In,Southampton,Sadio Mané,Right Wing,"[30.1, 61.1]",0.0,['40871027-6e46-4cd7-bfd3-f7b99120b10f'],3754064,Success In Play,24,25,3629,,,
2570,6e47d63d-9a06-458d-adef-298aed64031a,3204,2,00:31:28.964,76,28,Interception,170,Southampton,Regular Play,Southampton,Virgil van Dijk,Left Center Back,"[51.7, 15.2]",0.0,['5c199e15-9635-4208-9328-edca2e84d6f3'],3754064,Won,25,25,3669,True,,
2571,bdf9e0b1-0c89-486c-9217-455a867deb19,3332,2,00:34:38.001,79,38,Interception,177,Liverpool,From Free Kick,Southampton,Shane Long,Left Wing,"[64.0, 12.1]",0.0,['5f9c2617-51cd-4f0b-83e0-8399c6a22991'],3754064,Won,24,25,3842,,,
2572,da9e3a5c-d7f5-488c-8a09-ee99febead9e,3349,2,00:34:55.329,79,55,Interception,178,Southampton,Regular Play,Southampton,José Miguel da Rocha Fonte,Right Center Back,"[39.1, 54.5]",0.0,['cf1eed7c-7341-4c9c-a17c-86d1197a3951'],3754064,Won,25,25,3960,,,
2573,f1514131-6386-4eca-9405-44ab6b3dda8e,3571,2,00:40:00.181,85,0,Interception,186,Liverpool,Regular Play,Liverpool,Adam David Lallana,Right Midfield,"[36.8, 74.9]",0.0,['ef308c56-934a-4533-b73d-b9271cdf5da2'],3754064,Won,24,24,4090,True,,
2574,b6a93acd-ee79-494e-bdd9-6d3722f0a981,27,1,00:00:19.142,0,19,Interception,3,Tottenham Hotspur,Regular Play,Tottenham Hotspur,Jan Vertonghen,Left Center Back,"[15.7, 8.7]",0.0,['b4a87236-9807-4fb0-ab47-6d5abbebefbb'],3754065,Won,38,38,3077,True,,
2575,6fd9354a-98c1-46cf-acde-d3f0e15333e9,43,1,00:00:25.273,0,25,Interception,3,Tottenham Hotspur,Regular Play,Leicester City,Danny Simpson,Right Back,"[65.5, 56.2]",0.0,['692d1314-6b56-41ec-86ca-17d645686cc1'],3754065,Success In Play,38,22,3270,,,
2576,ad3c8da6-56b8-4a20-b8fc-aa443628bc01,199,1,00:03:35.924,3,35,Interception,11,Tottenham Hotspur,From Throw In,Leicester City,Wes Morgan,Right Center Back,"[16.1, 73.5]",0.0,['379ed64e-a1b8-4a63-8e87-df35f1fa9439'],3754065,Lost Out,38,22,3813,,,
2577,56e2ef2f-8ee5-412d-b48b-ff7ee283d37a,282,1,00:05:10.614,5,10,Interception,15,Leicester City,From Free Kick,Tottenham Hotspur,Kyle Walker,Right Back,"[17.6, 74.6]",0.0,['cc21e689-28c2-4825-8247-7bba63c00f88'],3754065,Success Out,22,38,3205,,,
2578,3ce33e7c-7a62-4a13-928d-46cd733dd066,481,1,00:12:04.834,12,4,Interception,27,Leicester City,From Goal Kick,Leicester City,N''Golo Kanté,Right Center Midfield,"[50.5, 5.3]",0.0,['a33ab14f-e34a-428a-800c-b84070c9baa3'],3754065,Won,22,22,3961,True,True,
2579,ac21e18b-f8d4-4b47-aaaf-758e1fa9d9af,540,1,00:12:53.551,12,53,Interception,28,Tottenham Hotspur,Regular Play,Leicester City,Robert Huth,Left Center Back,"[35.6, 40.1]",0.0,['446ccb19-2fdb-4e6a-bbd9-fac5f300a4ae'],3754065,Success In Play,38,22,40123,,,
2580,7713e113-f2ca-4696-af90-149a6ff84e7c,559,1,00:13:48.225,13,48,Interception,29,Leicester City,From Goal Kick,Tottenham Hotspur,Kyle Walker,Right Back,"[32.6, 53.6]",0.0,['d62a8711-8088-4ae8-91b3-8b59408c434b'],3754065,Success In Play,22,38,3205,,,
2581,f590744c-6f85-4052-b277-1808993bd6f1,643,1,00:16:10.218,16,10,Interception,37,Leicester City,Regular Play,Tottenham Hotspur,Kyle Walker,Right Back,"[27.6, 56.2]",0.0,['f99651a9-c02d-4e15-889b-c2cd5a6138f3'],3754065,Lost In Play,22,38,3205,,,
2582,68507935-40bd-48c8-852e-fd5881f274cc,662,1,00:17:17.272,17,17,Interception,39,Tottenham Hotspur,From Throw In,Leicester City,Jamie Vardy,Left Center Forward,"[94.6, 5.3]",0.0,['e3c8e21b-89df-4cc5-9c14-66c0fc2aa6a0'],3754065,Success In Play,38,22,10960,,,
2583,8fbdbf8a-9457-4120-9ad9-dd71d4be3f24,704,1,00:18:21.299,18,21,Interception,42,Leicester City,Regular Play,Tottenham Hotspur,Toby Alderweireld,Right Center Back,"[14.2, 60.3]",0.0,['9c9d2d52-fc15-4b74-822b-3ed66f6a77f8'],3754065,Won,22,38,20005,,,
2584,4a880ef0-f854-4ca2-8b1b-d17c5296e126,932,1,00:27:00.133,27,0,Interception,64,Leicester City,Regular Play,Leicester City,Riyad Mahrez,Right Midfield,"[31.3, 48.1]",0.0,['cb800056-8aa9-486f-a217-ccf2734237c3'],3754065,Won,22,22,3814,True,,
2585,7a0a8fb4-e540-494d-86d9-00af4f5667e9,1055,1,00:30:30.889,30,30,Interception,71,Tottenham Hotspur,From Throw In,Leicester City,Danny Drinkwater,Left Center Midfield,"[4.1, 15.5]",0.0,['b7fc0ff3-696f-4dd1-bb33-5bc7031a40e3'],3754065,Lost In Play,38,22,3662,,,
2586,6bffea81-6b03-4272-91ff-eb706777f138,1093,1,00:31:04.359,31,4,Interception,72,Tottenham Hotspur,From Throw In,Leicester City,Christian Fuchs,Left Back,"[15.2, 14.3]",0.0,['00e893cc-4b32-48c9-ba82-653ed26089f6'],3754065,Lost In Play,38,22,3812,,,
2587,6a88e48c-4e23-4a59-ac18-4d1ed6334eda,1201,1,00:33:47.317,33,47,Interception,77,Tottenham Hotspur,Regular Play,Tottenham Hotspur,Jan Vertonghen,Left Center Back,"[50.2, 56.3]",0.0,['3929582c-3a41-467e-b243-bb03ba754a8b'],3754065,Won,38,38,3077,True,,
2588,7a80467a-d752-40b7-8031-ee6bd30f2750,1580,1,00:43:39.320,43,39,Interception,96,Tottenham Hotspur,From Throw In,Leicester City,Riyad Mahrez,Right Midfield,"[50.8, 15.8]",0.0,['cfbaaa60-f687-44dd-863f-e4131c4eb4ac'],3754065,Lost In Play,38,22,3814,,,
